Company Name,Exchange:Ticker,Country,Region,Primary Industry,AV Industry,AV Sector,FY1998,FY1999,FY2000,FY2001,FY2002,FY2003,FY2004,FY2005,FY2006,FY2007,FY2008,FY2009,FY2010,FY2011,FY2012,FY2013,FY2014,FY2015,FY2016,IQ_LTM
"Rosseti, Public Joint Stock Company (MISX:RSTI)",MISX:RSTI,Russia,Emerging,Electric Utilities,Services,Utilities,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$5,490 ","$6,788 ","$7,876 ","$9,545 ","$10,826 ","$10,605 ","$12,961 ","$12,959 ","$12,990 ",$0 ,"$14,166 "
"Nomura Holdings, Inc. (TSE:8604)",TSE:8604,Japan,Asia-Pacific,Investment Banking and Brokerage,Services,Financial Services,"$5,410 ","$1,708 ","$6,772 ","$8,005 ","$8,503 ","$5,077 ","$6,906 ","$6,987 ","$10,016 ","$9,538 ","$6,883 ","$2,733 ","$10,035 ","$9,885 ","$13,035 ","$15,696 ","$13,613 ","$13,986 ","$12,141 ","$11,604 "
Mitsubishi Materials Corporation (TSE:5711),TSE:5711,Japan,Asia-Pacific,Diversified Metals and Mining,Resources/Process Material,Mining,"$10,456 ","$8,601 ","$8,628 ","$10,002 ","$9,152 ","$8,434 ","$8,290 ","$8,610 ","$9,999 ","$12,695 ","$14,507 ","$12,451 ","$9,787 ","$11,663 ","$12,597 ","$11,254 ","$12,369 ","$13,228 ","$12,396 ","$11,526 "
"CBRE Group, Inc. (NYSE:CBG)",NYSE:CBG,United States,North America,Real Estate Services,Services,Real Estate,$0 ,$0 ,$0 ,$675 ,"$1,170 ","$1,630 ","$2,365 ","$2,911 ","$4,032 ","$6,034 ","$5,129 ","$4,166 ","$5,115 ","$5,905 ","$6,514 ","$7,185 ","$9,050 ","$10,856 ",$0 ,"$12,948 "
"C.H. Robinson Worldwide, Inc. (NasdaqGS:CHRW)",NasdaqGS:CHRW,United States,North America,Air Freight and Logistics,Services,Freight & Logistics,"$2,038 ","$2,261 ","$2,882 ","$3,090 ","$3,294 ","$3,614 ","$4,342 ","$5,689 ","$6,556 ","$7,316 ","$8,579 ","$7,577 ","$9,274 ","$10,336 ","$11,359 ","$12,752 ","$13,470 ","$13,476 ",$0 ,"$12,940 "
"Yum! Brands, Inc. (NYSE:YUM)",NYSE:YUM,United States,North America,Restaurants,Services,Restaurants,"$8,468 ","$7,822 ","$7,093 ","$6,953 ","$7,757 ","$8,380 ","$9,011 ","$9,349 ","$9,561 ","$10,416 ","$11,279 ","$10,836 ","$11,343 ","$12,626 ","$13,633 ","$13,084 ","$13,279 ","$13,105 ","$6,366 ","$6,366 "
"CEMEX, S.A.B. de C.V. (BMV:CEMEX CPO)",BMV:CEMEX CPO,Mexico,Emerging,Construction Materials,Engineering,Construction,"$2,145 ","$2,305 ","$2,715 ","$3,188 ","$3,410 ","$4,043 ","$4,558 ","$8,170 ","$9,896 ","$11,883 ","$12,211 ","$9,932 ","$8,950 ","$9,487 ","$9,893 ","$9,824 ","$10,545 ","$11,592 ",$0 ,"$12,520 "
YPF S.A. (BASE:YPFD),BASE:YPFD,Argentina,Rest of World,Integrated Oil and Gas,Resources/Process Material,Oil & Gas,$358 ,$429 ,$563 ,$531 ,"$1,275 ","$1,377 ","$1,297 ","$1,490 ","$1,668 ","$1,894 ","$2,269 ","$2,233 ","$2,873 ","$3,689 ","$4,370 ","$5,863 ","$9,235 ","$10,033 ",$0 ,"$12,784 "
Syngenta AG (SWX:SYNN),SWX:SYNN,Switzerland,Europe,Fertilizers and Agricultural Chemicals,Resources/Process Material,Chemicals,"$5,040 ","$4,678 ","$4,876 ","$6,323 ","$6,197 ","$6,578 ","$7,269 ","$8,104 ","$8,046 ","$9,240 ","$11,624 ","$10,992 ","$11,641 ","$13,268 ","$14,202 ","$14,688 ","$15,134 ","$13,411 ","$12,790 ","$12,790 "
Public Joint Stock Company Inter RAO UES (MISX:IRAO),MISX:IRAO,Russia,Emerging,Electric Utilities,Services,Utilities,$0 ,$0 ,$0 ,$0 ,$98 ,$370 ,$518 ,$836 ,"$1,139 ","$1,116 ","$1,759 ","$1,624 ","$2,114 ","$9,148 ","$9,488 ","$11,299 ","$12,643 ","$13,642 ",$0 ,"$15,478 "
"Japan Airlines Co., Ltd. (TSE:9201)",TSE:9201,Japan,Asia-Pacific,Airlines,Services,Airlines,"$13,827 ","$13,692 ","$13,975 ","$14,896 ","$14,064 ","$14,780 ","$12,664 ","$13,446 ","$13,993 ","$18,540 ","$19,212 ","$17,041 ",$0 ,$0 ,"$10,533 ","$10,831 ","$11,447 ","$11,724 ","$11,686 ","$11,267 "
"NRG Energy, Inc. (NYSE:NRG)",NYSE:NRG,United States,North America,Independent Power Producers and Energy Traders,Resources/Process Material,Energy,$100 ,$433 ,"$2,019 ","$2,799 ","$2,212 ","$2,121 ","$2,361 ","$2,708 ","$5,623 ","$5,989 ","$6,885 ","$8,952 ","$8,849 ","$9,079 ","$8,422 ","$11,295 ","$15,868 ","$14,674 ",$0 ,"$12,830 "
CJ Cheiljedang Corporation (KOSE:A097950),KOSE:A097950,South Korea,Asia-Pacific,Packaged Foods and Meats,Resources/Process Material,Food,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$3,374 ","$3,958 ","$4,354 ","$4,942 ","$5,700 ","$8,611 ","$9,456 ","$10,201 ","$11,286 ",$0 ,"$12,288 "
Saudi Electricity Company (SASE:5110),SASE:5110,Saudi Arabia,Rest of World,Electric Utilities,Services,Utilities,$0 ,$0 ,$0 ,$0 ,"$4,248 ","$4,678 ","$4,687 ","$5,003 ","$5,255 ","$5,594 ","$5,943 ","$6,360 ","$7,429 ","$8,151 ","$8,947 ","$9,478 ","$10,222 ","$11,017 ",$0 ,"$12,798 "
CP ALL Public Company Limited (SET:CPALL),SET:CPALL,Thailand,Asia-Pacific,Food Retail,Services,Retail,$0 ,$0 ,$0 ,$927 ,"$1,269 ","$1,742 ","$2,235 ","$2,821 ","$2,987 ","$3,281 ","$3,680 ","$3,352 ","$4,017 ","$4,602 ","$5,628 ","$8,112 ","$10,581 ","$11,510 ",$0 ,"$12,890 "
MOL Magyar Olaj- es Gazipari Nyilvanosan Mukodo Reszvenytarsasag (BUSE:MOL),BUSE:MOL,Hungary,Europe,Integrated Oil and Gas,Resources/Process Material,Oil & Gas,"$2,254 ","$2,546 ","$3,534 ","$3,755 ","$3,941 ","$5,111 ","$6,646 ","$8,343 ","$9,824 ","$8,814 ","$12,012 ","$10,962 ","$14,607 ","$18,156 ","$18,765 ","$18,351 ","$16,537 ","$14,049 ",$0 ,"$12,453 "
Atos SE (ENXTPA:ATO),ENXTPA:ATO,France,Europe,IT Consulting and Other Services,TIME,SW & Computer Services,"$1,030 ","$1,140 ","$1,611 ","$3,196 ","$3,201 ","$3,193 ","$5,578 ","$5,743 ","$5,678 ","$6,160 ","$5,916 ","$5,394 ","$5,282 ","$7,167 ","$9,305 ","$9,063 ","$9,523 ","$11,355 ",$0 ,"$12,037 "
State Bank of India (NSEI:SBIN),NSEI:SBIN,India,Emerging,Diversified Banks,Services,Financial Services,$0 ,$0 ,$0 ,$0 ,"$1,977 ","$3,797 ","$3,093 ","$3,394 ","$3,965 ","$3,985 ","$5,658 ","$6,652 ","$9,144 ","$9,943 ","$10,696 ","$11,775 ","$12,675 ","$15,283 ","$13,755 ","$13,755 "
"Ross Stores, Inc. (NasdaqGS:ROST)",NasdaqGS:ROST,United States,North America,Apparel Retail,Services,Retail,"$1,989 ","$2,182 ","$2,469 ","$2,709 ","$2,987 ","$3,531 ","$3,921 ","$4,240 ","$4,944 ","$5,570 ","$5,975 ","$6,486 ","$7,184 ","$7,866 ","$8,608 ","$9,721 ","$10,230 ","$11,042 ","$11,940 ","$12,607 "
"Asahi Glass Co., Ltd. (TSE:5201)",TSE:5201,Japan,Asia-Pacific,Building Products,Engineering,Construction,"$11,774 ","$11,199 ","$10,990 ","$11,478 ","$11,044 ","$14,489 ","$12,902 ","$13,347 ","$14,168 ","$14,699 ","$12,627 ","$10,038 ","$11,269 ","$10,620 ","$10,404 ","$11,541 ","$11,788 ","$11,563 ",$0 ,"$11,161 "
Cathay Pacific Airways Limited (SEHK:293),SEHK:293,Hong Kong,Asia-Pacific,Airlines,Services,Airlines,"$3,439 ","$3,697 ","$4,447 ","$3,921 ","$4,263 ","$3,810 ","$5,032 ","$6,558 ","$7,830 ","$9,708 ","$11,153 ","$8,628 ","$11,533 ","$12,677 ","$12,802 ","$12,944 ","$13,654 ","$13,174 ",$0 ,"$12,578 "
"J. C. Penney Company, Inc. (NYSE:JCP)",NYSE:JCP,United States,North America,Department Stores,Services,Retail,"$30,546 ","$30,678 ","$32,510 ","$31,846 ","$32,004 ","$32,347 ","$17,786 ","$18,424 ","$18,781 ","$19,903 ","$19,860 ","$18,486 ","$17,556 ","$17,759 ","$17,260 ","$12,985 ","$11,859 ","$12,257 ","$12,625 ","$12,582 "
"Tongling Nonferrous Metals Group Co., Ltd. (SZSE:000630)",SZSE:000630,China,Asia-Pacific,Copper,Resources/Process Material,Base Metal,$161 ,$240 ,$292 ,$275 ,$349 ,$494 ,$0 ,"$1,409 ","$2,707 ","$5,378 ","$5,422 ","$4,466 ","$7,449 ","$10,271 ","$11,218 ","$11,059 ","$12,896 ","$12,568 ",$0 ,"$12,130 "
"Viacom, Inc. (NasdaqGS:VIAB)",NasdaqGS:VIAB,United States,North America,Movies and Entertainment,TIME,Entertainment,$0 ,$0 ,$0 ,$0 ,"$6,051 ","$7,304 ","$8,132 ","$9,610 ","$11,467 ","$13,423 ","$14,625 ","$13,619 ","$12,449 ","$14,914 ","$13,887 ","$13,794 ","$13,783 ","$13,268 ","$12,488 ","$12,658 "
"Grupo Bimbo, S.A.B. de C.V. (BMV:BIMBO A)",BMV:BIMBO A,Mexico,Emerging,Packaged Foods and Meats,Resources/Process Material,Food,"$1,260 ","$1,445 ","$1,580 ","$1,700 ","$2,077 ","$2,343 ","$2,588 ","$2,817 ","$3,195 ","$3,630 ","$4,133 ","$5,842 ","$5,883 ","$6,714 ","$8,693 ","$8,839 ","$9,392 ","$11,255 ",$0 ,"$12,133 "
"Becton, Dickinson and Company (NYSE:BDX)",NYSE:BDX,United States,North America,Healthcare Equipment,Engineering,Medical Devices,"$3,117 ","$3,418 ","$3,618 ","$3,754 ","$4,033 ","$4,528 ","$4,935 ","$5,415 ","$5,835 ","$6,360 ","$7,156 ","$7,161 ","$7,372 ","$7,829 ","$7,708 ","$8,014 ","$8,432 ","$10,282 ","$12,483 ","$12,419 "
"L Brands, Inc. (NYSE:LB)",NYSE:LB,United States,North America,Apparel Retail,Services,Retail,"$9,189 ","$9,347 ","$9,723 ","$10,105 ","$9,363 ","$8,445 ","$8,934 ","$9,408 ","$9,699 ","$10,671 ","$10,134 ","$9,043 ","$8,632 ","$9,613 ","$10,364 ","$10,459 ","$10,773 ","$11,454 ","$12,154 ","$12,480 "
QBE Insurance Group Limited (ASX:QBE),ASX:QBE,Australia,Asia-Pacific,Property and Casualty Insurance,Services,Insurance,"$2,041 ","$2,769 ","$3,196 ","$3,772 ","$4,412 ","$7,097 ","$7,898 ","$7,988 ","$7,652 ","$9,620 ","$10,405 ","$10,750 ","$12,998 ","$16,135 ","$17,026 ","$16,173 ","$14,882 ","$12,999 ",$0 ,"$11,687 "
The Siam Cement Public Company Limited (SET:SCC),SET:SCC,Thailand,Asia-Pacific,Construction Materials,Engineering,Construction,"$3,230 ","$3,090 ","$3,602 ","$3,435 ","$3,659 ","$4,248 ","$5,491 ","$6,229 ","$7,368 ","$7,641 ","$8,368 ","$6,811 ","$8,599 ","$10,519 ","$11,632 ","$12,393 ","$13,914 ","$12,471 ","$12,085 ","$12,085 "
Dixons Carphone plc (LSE:DC.),LSE:DC.,United Kingdom,Europe,Computer and Electronics Retail,TIME,Retail,$0 ,$388 ,$856 ,"$1,363 ","$1,415 ","$2,261 ","$2,270 ","$2,891 ","$3,740 ","$4,900 ","$5,492 ","$1,700 ",$7 ,$7 ,$8 ,$13 ,"$3,162 ","$9,307 ","$11,954 ","$12,537 "
Isetan Mitsukoshi Holdings Ltd. (TSE:3099),TSE:3099,Japan,Asia-Pacific,Department Stores,Services,Retail,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$12,473 ","$11,292 ","$10,673 ","$10,840 ","$10,809 ","$11,554 ","$11,091 ","$11,254 ","$10,922 "
Fonterra Co-operative Group Limited (NZSE:FCG),NZSE:FCG,New Zealand,Asia-Pacific,Packaged Foods and Meats,Resources/Process Material,Food,$0 ,$0 ,$0 ,$0 ,"$9,848 ","$8,822 ","$8,367 ","$8,716 ","$9,195 ","$9,818 ","$11,829 ","$11,341 ","$11,830 ","$14,054 ","$13,982 ","$13,186 ","$15,754 ","$13,104 ","$12,164 ","$12,164 "
Reynolds American Inc. (NYSE:RAI),NYSE:RAI,United States,North America,Tobacco,Resources/Process Material,Chemicals,"$5,716 ","$7,567 ","$8,167 ","$8,585 ","$6,211 ","$5,267 ","$6,437 ","$8,256 ","$8,510 ","$9,023 ","$8,845 ","$8,419 ","$8,551 ","$8,541 ","$8,304 ","$8,236 ","$8,471 ","$10,675 ","$12,503 ","$12,503 "
"Shin Kong Financial Holding Co., Ltd. (TSEC:2888)",TSEC:2888,Taiwan,Asia-Pacific,Life and Health Insurance,Services,Insurance,$0 ,$0 ,$0 ,$0 ,"$2,528 ","$2,582 ","$2,871 ","$3,618 ","$7,217 ","$7,137 ","$6,627 ","$8,224 ","$9,638 ","$7,047 ","$5,393 ","$7,562 ","$8,427 ","$8,835 ",$0 ,"$12,546 "
V.F. Corporation (NYSE:VFC),NYSE:VFC,United States,North America,"Apparel, Accessories and Luxury Goods",Services,Retail,"$5,479 ","$5,552 ","$5,748 ","$5,519 ","$5,084 ","$5,207 ","$6,055 ","$6,502 ","$6,216 ","$7,219 ","$7,643 ","$7,220 ","$7,703 ","$9,459 ","$10,880 ","$11,420 ","$12,282 ","$12,377 ",$0 ,"$12,369 "
Yara International ASA (OB:YAR),OB:YAR,Norway,Europe,Fertilizers and Agricultural Chemicals,Resources/Process Material,Chemicals,$0 ,$0 ,$0 ,"$4,423 ","$3,954 ","$4,527 ","$5,231 ","$5,453 ","$5,547 ","$6,688 ","$10,464 ","$7,217 ","$7,559 ","$9,180 ","$9,992 ","$10,014 ","$11,260 ","$12,560 ",$0 ,"$11,642 "
Delta Lloyd NV (ENXTAM:DL),ENXTAM:DL,Netherlands,Europe,Life and Health Insurance,Services,Insurance,$480 ,$528 ,$674 ,"$2,777 ","$1,019 ","$3,483 ","$4,211 ","$9,632 ","$8,620 ","$7,856 ","$7,494 ","$8,519 ","$9,480 ","$10,251 ","$11,633 ","$6,224 ","$14,635 ","$6,342 ",$0 ,"$11,684 "
"Shin-Etsu Chemical Co., Ltd. (TSE:4063)",TSE:4063,Japan,Asia-Pacific,Specialty Chemicals,Resources/Process Material,Chemicals,"$6,061 ","$5,620 ","$5,935 ","$7,060 ","$6,777 ","$6,973 ","$7,281 ","$8,459 ","$9,861 ","$11,407 ","$12,033 ","$10,498 ","$8,016 ","$9,252 ","$9,160 ","$8,965 ","$10,193 ","$10,946 ","$11,189 ","$10,720 "
Saipem SpA (BIT:SPM),BIT:SPM,Italy,Europe,Oil and Gas Equipment and Services,Resources/Process Material,Oil & Gas,"$1,848 ","$1,611 ","$1,495 ","$2,041 ","$3,378 ","$4,327 ","$4,490 ","$4,770 ","$7,946 ","$10,065 ","$10,620 ","$10,843 ","$11,749 ","$13,282 ","$14,077 ","$12,894 ","$13,551 ","$12,228 ",$0 ,"$11,517 "
"Weichai Power Co., Ltd. (SEHK:2338)",SEHK:2338,China,Asia-Pacific,Construction Machinery and Heavy Trucks,Auto & Transportation,Truck OEM,$0 ,$0 ,$0 ,$124 ,$273 ,$516 ,$894 ,$762 ,"$1,029 ","$4,249 ","$4,810 ","$5,158 ","$9,188 ","$8,702 ","$6,993 ","$8,467 ","$11,563 ","$10,663 ",$0 ,"$11,912 "
Hakuhodo DY Holdings Inc (TSE:2433),TSE:2433,Japan,Asia-Pacific,Advertising,TIME,Advertising,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,106 ","$9,525 ","$9,714 ","$9,516 ","$9,781 ","$9,035 ","$8,018 ","$8,187 ","$8,553 ","$9,140 ","$9,581 ","$9,861 ","$10,625 ","$10,854 "
"Otsuka Holdings Co., Ltd. (TSE:4578)",TSE:4578,Japan,Asia-Pacific,Pharmaceuticals,Resources/Process Material,Pharma,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$8,358 ","$9,480 ","$9,531 ","$10,094 ","$10,649 ","$13,983 ","$12,600 ",$0 ,"$10,849 "
Bank of Japan (TSE:8301),TSE:8301,Japan,Asia-Pacific,Specialized Finance,Services,Financial Services,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$8,807 ","$11,425 ","$13,511 ","$10,640 ","$7,106 ","$6,633 ","$7,538 ",$0 ,$0 ,$0 ,"$12,025 ","$12,025 "
TE Connectivity Ltd. (NYSE:TEL),NYSE:TEL,Switzerland,Europe,Electronic Manufacturing Services,TIME,Tech HW Equipment,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$11,099 ","$11,890 ","$12,812 ","$13,460 ","$14,834 ","$10,256 ","$12,070 ","$14,312 ","$13,282 ","$13,280 ","$13,912 ","$12,233 ","$12,238 ","$12,468 "
Royal Mail plc (LSE:RMG),LSE:RMG,United Kingdom,Europe,Air Freight and Logistics,Services,Freight & Logistics,$0 ,"$8,605 ","$9,233 ","$9,966 ","$10,321 ","$10,187 ","$10,597 ","$10,994 ","$11,116 ","$11,175 ","$11,340 ","$11,551 ","$11,292 ","$11,055 ","$11,480 ","$11,390 ","$11,607 ","$11,393 ","$11,356 ","$11,587 "
"Meiji Holdings Co., Ltd. (TSE:2269)",TSE:2269,Japan,Asia-Pacific,Packaged Foods and Meats,Resources/Process Material,Food,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$9,675 ","$9,740 ","$9,698 ","$9,849 ","$10,037 ","$10,123 ","$10,699 ","$10,871 "
Vivendi SA (ENXTPA:VIV),ENXTPA:VIV,France,Europe,Movies and Entertainment,TIME,Entertainment,"$34,986 ","$45,843 ","$44,838 ","$60,347 ","$61,178 ","$26,809 ","$22,544 ","$20,499 ","$21,088 ","$22,785 ","$26,714 ","$28,545 ","$30,382 ","$30,314 ","$30,504 ","$23,288 ","$10,614 ","$11,437 ",$0 ,"$11,382 "
Gerdau S.A. (BOVESPA:GGBR4),BOVESPA:GGBR4,Brazil,Emerging,Steel,Resources/Process Material,Steel,$697 ,"$1,060 ","$1,664 ","$1,885 ","$2,933 ","$4,280 ","$6,275 ","$6,802 ","$7,529 ","$9,802 ","$13,418 ","$8,497 ","$10,051 ","$11,336 ","$12,161 ","$12,763 ","$13,622 ","$13,774 ","$12,055 ","$12,055 "
Metalurgica Gerdau S.A. (BOVESPA:GOAU4),BOVESPA:GOAU4,Brazil,Emerging,Steel,Resources/Process Material,Steel,$697 ,"$1,060 ","$1,664 ","$1,885 ","$2,933 ","$4,280 ","$6,275 ","$6,802 ","$7,539 ","$9,802 ","$13,418 ","$8,497 ","$10,051 ","$11,336 ","$12,161 ","$12,763 ","$13,622 ","$13,774 ",$0 ,"$12,641 "
"D.R. Horton, Inc. (NYSE:DHI)",NYSE:DHI,United States,North America,Homebuilding,Engineering,Construction,"$2,177 ","$3,156 ","$3,654 ","$4,456 ","$6,739 ","$8,728 ","$10,841 ","$13,864 ","$15,051 ","$11,297 ","$6,646 ","$3,658 ","$4,400 ","$3,637 ","$4,354 ","$6,259 ","$8,025 ","$10,824 ","$12,157 ","$12,645 "
Singapore Telecommunications Limited (SGX:Z74),SGX:Z74,Singapore,Asia-Pacific,Integrated Telecommunication Services,TIME,Telecome Operators,"$3,501 ","$3,459 ","$3,447 ","$3,489 ","$5,198 ","$7,267 ","$8,497 ","$8,938 ","$9,307 ","$9,316 ","$10,516 ","$10,580 ","$11,951 ","$12,801 ","$13,336 ","$12,881 ","$11,935 ","$12,196 ","$12,015 ","$11,687 "
Thomson Reuters Corporation (TSX:TRI),TSX:TRI,United States,North America,Financial Exchanges and Data,Services,Financial Services,"$6,269 ","$5,752 ","$6,514 ","$7,237 ","$7,756 ","$7,606 ","$8,098 ","$8,703 ","$6,641 ","$7,296 ","$11,707 ","$12,997 ","$13,070 ","$13,807 ","$13,278 ","$12,702 ","$12,607 ","$12,209 ",$0 ,"$12,145 "
Bed Bath & Beyond Inc. (NasdaqGS:BBBY),NasdaqGS:BBBY,United States,North America,Home Furnishing Retail,Services,Retail,"$1,067 ","$1,397 ","$1,878 ","$2,397 ","$2,928 ","$3,665 ","$4,478 ","$5,148 ","$5,810 ","$6,617 ","$7,049 ","$7,208 ","$7,829 ","$8,759 ","$9,500 ","$10,915 ","$11,504 ","$11,881 ","$12,104 ","$12,100 "
Reckitt Benckiser Group plc (LSE:RB.),LSE:RB.,United Kingdom,Europe,Household Products,Resources/Process Material,Personal & Household,"$2,703 ","$3,749 ","$3,879 ","$4,210 ","$4,318 ","$4,558 ","$4,752 ","$5,130 ","$6,042 ","$6,468 ","$8,056 ","$9,517 ","$10,376 ","$11,643 ","$11,744 ","$12,328 ","$10,846 ","$10,839 ",$0 ,"$11,154 "
"Consolidated Edison, Inc. (NYSE:ED)",NYSE:ED,United States,North America,Multi-Utilities,Services,Utilities,"$7,093 ","$7,491 ","$9,431 ","$9,634 ","$8,482 ","$9,827 ","$9,758 ","$11,690 ","$12,137 ","$13,120 ","$13,583 ","$13,032 ","$13,325 ","$12,938 ","$12,188 ","$12,354 ","$12,919 ","$12,554 ","$12,075 ","$12,075 "
Qantas Airways Limited (ASX:QAN),ASX:QAN,Australia,Asia-Pacific,Airlines,Services,Airlines,"$6,161 ","$6,402 ","$6,900 ","$7,720 ","$8,579 ","$8,619 ","$8,603 ","$9,584 ","$10,340 ","$11,491 ","$12,268 ","$11,026 ","$10,310 ","$11,072 ","$11,730 ","$12,049 ","$11,632 ","$11,995 ","$12,275 ","$12,063 "
"Kintetsu Group Holdings Co., Ltd. (TSE:9041)",TSE:9041,Japan,Asia-Pacific,Railroads,Auto & Transportation,Highways and Railtracks,"$8,007 ","$7,814 ","$9,984 ","$10,069 ","$10,094 ","$11,397 ","$11,347 ","$9,672 ","$8,292 ","$8,020 ","$8,090 ","$8,459 ","$8,399 ","$8,393 ","$8,243 ","$8,150 ","$10,897 ","$10,757 ","$10,649 ","$10,646 "
Swisscom AG (SWX:SCMN),SWX:SCMN,Switzerland,Europe,Integrated Telecommunication Services,TIME,Telecome Operators,"$10,451 ","$11,111 ","$14,026 ","$14,225 ","$14,626 ","$14,670 ","$9,944 ","$9,623 ","$9,544 ","$10,964 ","$12,061 ","$11,866 ","$11,853 ","$11,338 ","$11,256 ","$11,305 ","$11,571 ","$11,579 ","$11,512 ","$11,512 "
Voestalpine AG (WBAG:VOE),WBAG:VOE,Austria,Europe,Steel,Resources/Process Material,Steel,"$2,834 ","$2,881 ","$2,978 ","$3,331 ","$3,528 ","$4,621 ","$4,888 ","$6,080 ","$6,840 ","$7,417 ","$11,027 ","$12,231 ","$8,995 ","$11,524 ","$12,686 ","$12,125 ","$11,813 ","$11,891 ","$11,645 ","$11,351 "
NH Foods Limited (TSE:2282),TSE:2282,Japan,Asia-Pacific,Packaged Foods and Meats,Resources/Process Material,Food,"$7,523 ","$7,545 ","$7,708 ","$8,088 ","$8,295 ","$7,971 ","$8,112 ","$8,194 ","$8,460 ","$8,556 ","$9,034 ","$9,003 ","$8,378 ","$8,649 ","$8,898 ","$8,942 ","$9,810 ","$10,574 ","$10,847 ","$10,528 "
"Osaka Gas Co., Ltd. (TSE:9532)",TSE:9532,Japan,Asia-Pacific,Gas Utilities,Services,Utilities,"$7,463 ","$7,268 ","$7,425 ","$8,322 ","$8,512 ","$8,288 ","$8,317 ","$8,527 ","$9,319 ","$10,268 ","$10,825 ","$11,600 ","$9,588 ","$10,379 ","$11,320 ","$12,066 ","$13,224 ","$13,323 ","$11,558 ","$10,357 "
ISS A/S (CPSE:ISS),CPSE:ISS,Denmark,Europe,Diversified Support Services,Services,Other Services,$0 ,"$2,803 ","$4,065 ","$4,933 ","$5,376 ","$5,118 ","$5,711 ","$5,369 ","$7,893 ","$9,047 ","$9,741 ","$9,766 ","$10,483 ","$10,989 ","$11,245 ","$11,104 ","$10,488 ","$11,377 ",$0 ,"$11,200 "
"The Chugoku Electric Power Company, Incorporated (TSE:9504)",TSE:9504,Japan,Asia-Pacific,Electric Utilities,Services,Utilities,"$9,341 ","$9,084 ","$9,175 ","$9,135 ","$8,928 ","$8,824 ","$8,455 ","$8,846 ","$9,095 ","$9,404 ","$9,690 ","$10,262 ","$9,079 ","$9,567 ","$10,328 ","$10,489 ","$10,981 ","$11,331 ","$10,767 ","$10,460 "
"Mitsui Chemicals, Inc. (TSE:4183)",TSE:4183,Japan,Asia-Pacific,Commodity Chemicals,Resources/Process Material,Chemicals,"$5,956 ","$7,483 ","$7,731 ","$8,216 ","$8,329 ","$9,208 ","$9,525 ","$10,732 ","$12,873 ","$14,758 ","$15,621 ","$13,006 ","$10,559 ","$12,167 ","$12,712 ","$12,294 ","$13,692 ","$13,514 ","$11,749 ","$10,336 "
"Automatic Data Processing, Inc. (NasdaqGS:ADP)",NasdaqGS:ADP,United States,North America,Data Processing and Outsourced Services,TIME,SW & Computer Services,"$4,798 ","$5,540 ","$6,288 ","$7,018 ","$7,004 ","$7,147 ","$7,755 ","$8,499 ","$8,882 ","$7,800 ","$8,777 ","$8,867 ","$8,928 ","$9,880 ","$10,665 ","$11,310 ","$12,207 ","$10,939 ","$11,668 ","$12,051 "
"Ameriprise Financial, Inc. (NYSE:AMP)",NYSE:AMP,United States,North America,Asset Management and Custody Banks,Services,Financial Services,$0 ,$0 ,$0 ,$0 ,"$5,793 ","$6,361 ","$7,245 ","$7,484 ","$8,074 ","$8,841 ","$7,130 ","$7,888 ","$10,046 ","$10,239 ","$10,259 ","$11,230 ","$12,296 ","$12,200 ",$0 ,"$11,739 "
Sun Hung Kai Properties Limited (SEHK:16),SEHK:16,Hong Kong,Asia-Pacific,Diversified Real Estate Activities,Services,Real Estate,"$2,991 ","$3,164 ","$3,381 ","$2,555 ","$3,319 ","$2,956 ","$2,804 ","$2,956 ","$3,298 ","$3,993 ","$3,152 ","$4,410 ","$4,278 ","$8,058 ","$8,811 ","$6,930 ","$9,674 ","$8,597 ","$11,746 ","$11,746 "
Atlas Copco AB (OM:ATCO A),OM:ATCO A,Sweden,Europe,Industrial Machinery,Engineering,Equipment Mech./Industrial,"$3,724 ","$3,999 ","$5,135 ","$5,644 ","$5,249 ","$4,925 ","$5,370 ","$5,821 ","$5,575 ","$6,993 ","$8,187 ","$7,037 ","$7,712 ","$8,962 ","$9,992 ","$9,259 ","$10,344 ","$11,382 ",$0 ,"$11,113 "
Mahindra & Mahindra Limited (NSEI:M&M),NSEI:M&M,India,Emerging,Automobile Manufacturers,Auto & Transportation,Auto OEM,$0 ,$0 ,$0 ,$0 ,$714 ,$806 ,"$1,055 ","$1,432 ","$1,872 ","$2,546 ","$3,653 ","$4,029 ","$4,743 ","$5,542 ","$8,928 ","$10,179 ","$10,997 ","$10,905 ","$11,654 ","$11,654 "
